English,Translation,Dialect
My card would not work at a shop.,بطاقتي لا تعمل في المحل.,0
I could not get my card to work at a shop.,لم أتمكن من الحصول على بطاقتي للعمل في متجر.,0
My card payment has been declined,تم رفض دفع بطاقتي,0
My card was refused,تم رفض بطاقتي، ما سبب ذلك,0
Why is it saying my card payment is declined when I made it?,لماذا يقال أنه تم رفض دفع بطاقتي عندما قمت بذلك؟,0
My card failed to work when I was shopping in a store,فشلت بطاقتي في العمل عندما كنت أتسوق في أحد المتاجر,0
why couldn't I use my card at a store?,لماذا لا يمكنني استخدام بطاقتي في المتجر؟,0
My card did not work at store.,بطاقتي لا تعمل في المتجر.,0
Why does is payment not going through? Did my account get frozen or some other issue I don't know about. What can I do to fix this problem?,لماذا لا يتم الدفع؟ هل تم تجميد حسابي أو مشكلة أخرى لا أعرف بشأنها. ما الذي يمكنني فعله لإصلاح هذه المشكلة؟,0
Why was my new card declined?,لماذا تم رفض بطاقتي الجديدة؟,0
Why do you keep declining my payment?I tried several times with this card and it is just not working.,لماذا تستمر في رفض دفعتي؟ لقد حاولت عدة مرات بالفعل باستخدام هذه البطاقة الا انها معطلة.,0
Why am I being declined?,لماذا يتم رفضي؟,0
Could you explain why my card payment did not work?,هل يمكن أن توضح سبب عدم نجاح الدفع ببطاقتي؟,0
"Hi, Today i have tried to make payment by my new card, but payment got declined many times. I am very disappointed, please look into this.",مرحبا ، لقد حاولت اليوم إجراء الدفع بواسطة بطاقتي الجديدة ، ولكن تم رفض الدفع عدة مرات. أشعر بخيبة أمل كبيرة ، يرجى النظر في هذا.,0
I don't know why my card payment did not work,لا أعرف لماذا لم ينجح الدفع ببطاقتي,0
"my card was refused, why?",بطاقتي رفضت ، لماذا؟,0
I don't understand why my payment was declined. I thought everything was ok.,لا أفهم سبب رفض دفعتي. اعتقدت أن كل شيء على ما يرام.,0
I tried to pay with my card and it didn't work,حاولت الدفع ببطاقتي ولم تنجح,0
Why do you keep declining my payment?I tried several times already with this card and it is just not working.,لماذا تستمر في رفض دفعتي؟ لقد حاولت عدة مرات بالفعل باستخدام هذه البطاقة وهي لا تعمل.,0
The card payment is declined. Please inform me why.,تم رفض دفع البطاقة. أرجو أن تخبرني لماذا.,0
"My card payment has been declined, why?",تم رفض دفع بطاقتي ، لماذا؟,0
Why would you decline my card?,لماذا ترفض بطاقتي؟,0
My payment for my card is not working,دفعتي لبطاقتي لا يعمل,0
It seems like my card payment didn't work.,يبدو أن الدفع ببطاقتي لم ينجح.,0
"I've tried many times to make a payment, but it's not going through. What's wrong?",لقد حاولت عدة مرات إجراء دفعة ، لكنها لم تنجح. ماذا دهاك؟,0
Why has my card been declined? whats the deal?,لماذا تم رفض بطاقتي؟ ما هي الصفقة؟,0
For some reason my card payment hasn't worked. what can I do to look into that?,لسبب ما لم ينجح الدفع ببطاقتي. ماذا يمكنني أن أفعل للنظر في ذلك؟,0
Could you please tell me why my card payment didn't work?,هل يمكن أن تخبرني من فضلك لماذا لم ينجح الدفع ببطاقتي؟,0
"my payment was rejected, do you know why?",تم رفض دفعتي ، هل تعرف لماذا؟,0
My card payment doesn't work.,عملية الدفع من خلال بطاقتي لا تعمل.,0
"I made a card payment, but it has been declined?",سددت دفعة بالبطاقة ، ولكن تم رفضها؟,0
"Everything seems fine with my account, so why did it decline my payment?",يبدو أن كل شيء على ما يرام في حسابي ، فلماذا رفض دفعتي؟,0
"I'm not sure why my payment has been declined? Please tell me why, I thought it was all good.",لست متأكدا من سبب رفض دفعتي؟ من فضلك قل لي لماذا ، اعتقدت كل شيء كان جيدا.,0
My payment has been declined several times. Can you help me?,تم رفض دفعتي عدة مرات. هل تستطيع مساعدتي؟,0
I had a decline on my card. Why?,كان لدي رفض في بطاقتي. لماذا ا؟,0
When I tried to pay in a store my card din't work,عندما حاولت الدفع في متجر بطاقتي لا تعمل,0
I was just needing to know why my card got declined,كنت بحاجة فقط لمعرفة سبب رفض بطاقتي,0
My payment was declined,تم رفض دفعتي,0
Why was the payment on my card declined?,لماذا تم رفض الدفع على بطاقتي؟,0
I made a card payment but it didn't work. Why not?,سددت دفعة بالبطاقة لكنها لم تنجح. ولم لا؟,0
"I was out today looking forward to paying with my brand new card, turns out the payment just kept getting declined. This is pretty sad, what's going on?",كنت في الخارج اليوم أتطلع إلى الدفع باستخدام بطاقتي الجديدة تماما ، وتبين أن الدفعة استمرت في الرفض. هذا محزن جدا ، ما الذي يحدث؟,0
Do you know the reason why my card payment was declined?,هل تعرف سبب رفض دفع بطاقتي؟,0
What is going on with it saying my card payment was declined?,ما الذي يحدث عندما تم رفض دفع بطاقتي؟,0
"I keep trying to make a payment, but it doesn't work.",أحاول باستمرار سداد دفعة ، لكنها لا تعمل.,0
What could the reason be that my payment card was declined?,ما سبب رفض بطاقة الدفع الخاصة بي؟,0
My card did not go through in a shop,لم يتم تمرير بطاقتي في المتجر,0
Is there an issue with my card payment as it has not gone through.,هل هناك مشكلة في سداد بطاقتي لأنها لم تمر.,0
Why wasn't my card payment accepted?,لماذا لم يتم قبول الدفع ببطاقتي؟,0
The card payment I made didn't work.,الدفع بالبطاقة الذي أجريته لم يفلح.,0
"I received my new card and tried using it today, just to have it show declined over and over again. Why is this happening?",استلمت بطاقتي الجديدة وحاولت استخدامها اليوم ، فقط لكي تظهر مرفوضة مرارا وتكرارا. لماذا يحدث هذا؟,0
My card payment won't work.,الدفع عن طريق بطاقتي لا يعمل.,0
Whats the reason for my payment being declined? It looked like everything went through ok and my account was good.,ما هو سبب رفض دفعتي؟ بدا الأمر وكأن كل شيء سار على ما يرام وكان حسابي جيدا.,0
I just got my new card and tried using it and it was declined?,لقد حصلت للتو على بطاقتي الجديدة وحاولت استخدامها ولكن تم رفضها؟,0
"I know there's money in my account, why did my account decline me?",أعلم أن هناك أموال في حسابي ، فلماذا رفض حسابي؟,0
Why would my card payment not work?,لماذا لا يعمل الدفع ببطاقتي؟,0
My card payment wasn't declined,لم يتم رفض دفع بطاقتي,0
Reason for my card to decline,سبب رفض بطاقتي,0
Why have you declined my card payment?,لماذا رفضت دفع بطاقتي؟,0
My card was not accepted in a shop,لم يتم قبول بطاقتي في المتجر,0
I had a card payment that was declined. Why?,كان لدي دفعة بالبطاقة تم رفضها. لماذا ا؟,0
How come my card payment has been declined?,كيف تم رفض دفع بطاقتي؟,0
"I have enough money in my account, so why is my card being declined?",لدي نقود كافية في حسابي ، فلماذا يتم رفض بطاقتي؟,0
Can you please advise if there is something wrong with my card? I have had multiple rejections and do not know the reason. Thanks!,هل يمكنك أن تنصحني إذا كان هناك خطأ ما في بطاقتي؟ لقد تلقيت العديد من حالات الرفض ولا أعرف السبب. شكرا!,0
"Card payment was declined, do you know why?",تم رفض الدفع بالبطاقة ، هل تعلم لماذا؟,0
I've tried several times to make a payment and every time my card is declined? Could my card be locked? I don't know what to do.,لقد حاولت عدة مرات إجراء دفعة وفي كل مرة يتم فيها رفض بطاقتي؟ هل يمكن قفل بطاقتي؟ أنا لا أعرف ما يجب القيام به.,0
I tried to used my card in a shop and the transaction was declined.,حاولت استخدام بطاقتي في أحد المتاجر وتم رفض المعاملة.,0
"I was out today looking forward to paying with my new card, turns out the payment kept getting declined. This is really sad, what's going on?",كنت في الخارج اليوم أتطلع إلى الدفع باستخدام بطاقتي الجديدة ، وتبين أن الدفعة استمرت في الرفض. هذا محزن حقا ، ما الذي يحدث؟,0
Please help to explain to me why my new card was declined when I tried to use it at my grocery store this morning to pay for the items I needed. I tried three times to use it and it kept being declined. I was very embarrassed standing there trying to buy my groceries.,الرجاء المساعدة في توضيح سبب رفض بطاقتي الجديدة عندما حاولت استخدامها في متجر البقالة الخاص بي هذا الصباح لدفع ثمن العناصر التي أحتاجها. حاولت ثلاث مرات استخدامه واستمر رفضه. شعرت بالحرج الشديد وأنا أقف هناك أحاول شراء بقالة.,0
My card payment was not successful.,لم يكن الدفع ببطاقتي ناجحا.,0
Tell me why my card payment was declined.,أخبرني لماذا تم رفض دفع بطاقتي.,0
I can't figure out why a transfer is still pending?,لا أستطيع معرفة لماذا لا يزال التحويل معلقا؟,0
"Transfers can take up to one day to process before departing for the beneficiary accounts. Please confirm that you've entered your account details correctly. SEPA transfers can take up to two working days, while SWIFT transfers can take up to five working days.",يمكن أن تستغرق عمليات التحويل ما يصل إلى يوم واحد للمعالجة قبل المغادرة لحسابات المستفيد. يرجى تأكيد أنك أدخلت تفاصيل حسابك بشكل صحيح. يمكن أن تستغرق عمليات تحويل منطقة اليورو ما يصل إلى يومي عمل ، بينما يمكن أن تستغرق تحويلات سويفت ما يصل إلى خمسة أيام عمل.,0
When will my transfer finish pending?,متى ينتهي التحويل الخاص بي معلق؟,0
"How long do transfers take, mine just says pending?",كم من الوقت تستغرق التحويلات ، أنا أقول معلقة؟,0
How long does it take for a transfer to finish pending?,ما هو الوقت الذي يستغرقه التحويل للانتهاء من الانتظار؟,0
How long does it take for a money transfer to show up?,كم تحتاج عملية تحويل الأموال حتى تتم بشكل كامل؟,0
Why is a transfer I have still pending?,لماذا لا يزال التحويل معلقا؟,0
"Transfers may show up as pending for up to one day while they are processed by one of our payment processors. Then, they will depart for the beneficiary accounts. Please also double-check that you have entered the correct account details. SEPA transfers can take up to two business days, and SWIFT transfers can take up to five business days.",قد تظهر التحويلات على أنها معلقة لمدة تصل إلى يوم واحد أثناء معالجتها بواسطة أحد معالجي الدفع لدينا. بعد ذلك ، سيغادرون إلى حسابات المستفيدين. يرجى أيضا التحقق مرة أخرى من إدخال تفاصيل الحساب الصحيحة. يمكن أن تستغرق الحوالات مع دول اليورو ما يصل إلى يومي عمل ، ويمكن أن تستغرق تحويلات سويفت ما يصل إلى خمسة أيام عمل.,0
What's the time frame on EU transfers? I purchased something a couple of days ago but the seller hasn't received my payment.,ما هو الإطار الزمني للتحويلات في الاتحاد الأوروبي؟ اشتريت شيئا منذ يومين ولكن البائع لم يستلم دفعتي.,0
When will the transaction post to my account?,متى سيتم نشر المعاملة على حسابي؟,0
I sent a transfer and it has been pending for awhile. How long will it stay pending?,لقد أرسلت تحويلا وهو معلق لبعض الوقت. إلى متى ستبقى معلقة؟,0
"I transferred money to another country several days ago, but my transaction is still pending. i have checked that the accounts are keyed in correctly. what sees to be the problem?",لقد قمت بتحويل الأموال إلى بلد آخر منذ عدة أيام ، لكن معاملتي لا تزال معلقة. لقد تحققت من أن الحسابات تم إدخالها بشكل صحيح. ما ترى أن تكون المشكلة؟,0
Why is the transfer showing pending?,لماذا يظهر التحويل معلق؟,0
Hi I am trying to transfer money to another country ,,0
I am still waiting on my card?,بعدني بستنى في البطاقة؟,1
When did you send me my new card?,متى بعتتلي بطاقتي الجديدة؟,1
Why has my new card still not come?,ليش بطاقتي لساتها ما اجت؟,1
Will I be able to track the card that was sent to me?,بقدر أتتبع البطاقة الي انبعتتلي؟,1
I don't have my card in 1 week. Should I be worried?,الها أسبوع بطاقتي مش معي، لازم أقلق؟,1
Have you sent out my card yet?,بعتت بطاقتي ولا لسا؟,1
where is my new card?,وينها بطاقتي الجديدة؟,1
Is there a tracking number for the card you sent me?,في رقم تتبع للبطاقة الي بعتلي اياها؟,1
Can I get an update on my replacement card?,ممكن بطاقتي البديلة تتحدث؟,1
What's the tracking on the card you sent?,شو هي التتبع للبطاقة الي بعثتها؟,1
Where is my credit card that was to be mailed?,وين بطاقتي الي كان لازم توصل على الايميل؟,1
Should I keep waiting for my card to be delivered?,لازم أضل أستنى بطاقتي توصل؟,1
Can I track when my card will be delivered?,ممكن أتتبع بطاقتي وينتا بتوصل؟,1
My card hasn't arrived in the mail yet. I ordered it two weeks ago. What can I do?,بطاقتي لسا ما وصلت على البريد، وأنا طلبتها من أسبوعين، شو أعمل؟,1
I'm still waiting for my card.,انا في انتظار بطاقتي لحد الان,1
why have i not got my new card?,ليش ما حصلت على بطاقتي الجديدة ؟,1
I need to track the card sent to me.,انا محتاج اتتبع البطاقة المرسلة الي,1
Can I track the card that you sent me in the mail?,بقدر اتتبع بطاقتي اللي ارسلتها الي عبر البريد ؟,1
I found my lost card in my jacket pocket this morning so I'd like to reactivate it please.,لقيت بطاقتي الضايعة في جيبة جكيتي الصبح هاد وبدي اعملها تفعيل اذا سمحت,1
"I want to reactivate my card, I thought I had lost it but found it again in my jacket.",بدي اعيد تفعل بطاقتي، كنت مفكر اني ضيعتها بس لقيتها بجكيتي.,1
"May I reactivate my card? I previously reported it lost, but have now found it safe and sound.",بقدر اعيد تفعيل بطاقتي؟ بلغت انها ضايعة، بس لقيتها امنة وسالمة.,1
Will I need a new card or can I put my old card back into the app?,بحتاج بطاقة جديدة ولا بزبط استخدم بطاقتي القديمة في التطبيق ؟,1
"Now that I have my card, how do I connect it to the app?",هسا بعد ما اخذت البطاقة، كيف بقدر اضيفها ع التطبيق؟,1
What is the process to link the new card?,شو لازم اعمل عشان اشبك البطاقة الجديدة ؟,1
"I found my card, am I able to put it back into the app?",لقيت بطاقتي، بقدر ارجعها للتطبيق؟,1
I would like to link my card to my account.,بدي أربط بطاقتي بحسابي.,1
"I'd lke my card reactivated, I was thinking it was misplaced but I discovered when I woke up that I had left it in my coat.",كنت بفعل بطاقتي من جديد، مع اني كنت مفكر اني مضيعها بس اكتشفت لما صحيت اني كاين ناسيها في الجاكيت,1
"I found the card that I thought I lost, and I would like to reactivate it.",لاقيت البطاقة الي فكرت انها ضاعت، وبدي ارجع انشطها,1
I found my card! Can I link it back into the app?,لاقيت بطاقتي، ممكن ارجعها على التطبيق؟,1
Can I link your physical card,بقدر اربط بطاقتي الفعلية؟,1
"I got a card, how do I get it in the app?",اخذت بطاقة، كيف ممكن ألاقيها في التطبيق؟,1
What do I do if I already had a card with you guys?,شو أعمل اذا عندي من عندكم بطاقة اصلا يا جماعة؟,1
Do you know what your exchange rates are?,بتعرف شو اسعار الصرف عندكم ؟,1
What are you exchange rates?,كم أسعار الصرف عندك؟,1
What's the process for exchanges?,شو هي عملية التبادل؟,1
How do you find the exchange rate?,كيف بتلاقي سعر الصرف؟,1
What is your opinion on the exchange rate?,شو رأيك في سعر الصرف,1
How is an exchange rate calculated?,كيف بنحسب سعر الصرف,1
"When exchanging, how much are the rates?",شو اسعار الصرف عند التبادل؟,1
On what do you base your exchange rates?,شو اساس اسعار الصرف عندكم؟,1
I am travelling and I was wondering what your exchange rates are,بدي اسال كيف اسعار الصرف عندك لانو بسافر؟,1
How does the exchange rate work on this app?,كيف بشتغل التطبيق على سعر الصرف؟,1
What foreign exchange rate will I get?,شو سعر الصرف الاجنبي الي بستلمو؟,1
I think the currency exchange that's been applied is wrong.,متاكد من سعر العملات الي بتطبقه؟,1
my exchange rate looks wrong for my last payment,سعر الصرف شكله غلط بالنسبة لدفعتي المالية الأخيرة.,1
The exchange rate on my payment doesn't look right,سعر الصرف على دفعتي المالية مش صح.,1
The amount of exchange was not correct for the item i bought.,مبلغ الصرف ما كان صح للغرض الي شريته.,1
Why was the exchange rate so wrong when I bought something!,ليش سعر الصرف كان كتيرغلط لما اشتريت شغلة!,1
What if there is an error on the exchange rate?,ايش ازا كان في هناك مشكلة بسعر الصرف؟,1
I used foreign currency to buy something and I think the rate applied is incorrect.,اشتريت شغلة بعملة اجنبية وبعتقد انه سعر التصريف المحطوط مش صح.,1
Why is your exchange rate so bad?,ليش سعر الصرف تبعك هالقد سيء؟,1
The currency exchange rate was wrong for a purchase I made.,كان سعر صرف العملة مش صح لعملية شراء قمت فيها.,1
I was charged the wrong exchange rate on a purchase,سعر الصرف كان غلط لما اشتريت.,1
What do i do if the exchange rate was wrong for the item i bought overseas?,ايش اعمل ازا كان سعر الصرف غلط لاشي اشتريته من برا؟,1
"I bought something in another currency, but the exchange rate was incorrect.",اشتريت شغلة بعملة تانية، بس سعر الصرف كان خطأ.,1
Are you sure this is the interbank exchange rate? This rate is really bad.,متأكد انه هاد هو سعر الصرف بين البنوك ؟ هذا المعدل سيء,1
I received the wrong exchange rate for an item i bought.,استلمت سعر صرف غلط لعنصر اشتريته,1
I don't think the charges made when I had currency exchanged are right.,ما بظن انه الرسوم يلي عملتها صحيحة عندما قمت بتبادل العملات,1
"When I bought something abroad, the exchange rate was wrong.",لما اشتريت اشي من برا كان سعر الصرف غلط,1
The exchange rate is bad. Are you sure this is the exchange rate?,سعر الصرف سيء، انت متأكد انه هاد هو سعر الصرف ؟,1
Why is there a $1 charge on my statement?,ليش في غرامة 1 دولار على حسابي؟,1
Is there a reason why there is an extra £1 charge on my account?,في سبب لغرامة 1 جينيه استرليني الي على حسابي ؟,1
What is the extra €1 on my statement for?,لليش 1 يورو الزيادة في حسابي ؟,1
There is an extra small charge on my card! What do I do?,في رسوم اضافية على بطاقتي ! شو اسوي ؟,1
What is this fee debit on my account?,شو هي رسوم الخصم على حسابي؟,1
Why is there a pending hold on one pound on my statement?,ليش في تعليق معلق على جنيه في حسابي؟,1
Why did a transaction I made charge me $1?,ليش كلفتني معاملة عملتها دولار واحد؟,1
Can you tell me about why the account I have was charged an extra 1$,ممكن تحكيلي شو السبب في تغريمي دولار إضافي من حسابي؟,1
What does the €1 fee mean?,شو بيعني الرسم 1 يورو؟,1
Why was I charged an additional $1?,ليش تغرمت 1 دولار زيادة؟,1
My statement shows and extra 1$ that was charged to it and I would like to know why.,مبين على بياني أنه تغرم دولار زيادة وبدي أعرف السبب,1
Why is there a fee added to my statement?,ليش في رسوم مضيوفة على بياني؟,1
There is a charge for 1£ on my statement. I do not think that I bought anything that costed 1£. What is going on?,موجود رسوم قيمتها 1 جنيه استرليني على البيان تاعي، ما أظن اني شريت اشي بتكلفة 1 جنيه استرليني، شو الي بصير؟,1
Why is it showing that my account has been charged a dollar that is showing as pending?,ليش حسابي مبين غرامة دولار شكله معلق؟,1
"I do not understand why there is a pending 1£ charge on my statement, I do not recall making this transaction. Can you please tell me what this is about?",في 1 جنيه كأنه رسوم معلقة بكشف حسابي، ما بتذكر إني عملت شي فيهم، بتقدر تحكيلي ليش؟,1
Should my cash withdrawal still be pending?,رح يضل سحب الكاش معلق عندي؟,1
I tried to get cash at some ATM in the city centre earlier but the machine declined my card. I've seen it still shows up as pending in my account. Please cancel it immediately as I definitely have not received that money!,جربت اسحب مصاري من جهاز صراف بس كأنه صار مشكلة و طلع الكرت، على التطبيق بعده بيعطي انه السحب معلق، ياريت تلغي العملية مباشرة لانه انا ما اخدت مصاري,1
How long does it take for a cash withdrawal to show?,اديش بده وقت بيحتاج سحب الكاش حتى يبين عندي؟,1
I got some cash in the ATM but its still pending,اليوم سحبت شوي من المصاري بس بقيت معلقة في الصراف الالي,1
Why do I still have a pending cash withdrawal?,ليش السحب النقدي عندي معلق لهسا؟,1
My cash withdrawal isnt showing on my account,السحب تاعي ما بظهر عني بالحساب.,1
"Hello. I have a transaction in my account listed as pending. I tried to use an ATM at the city centre, but the machine declined my card, and I did not receive the money. Why is the transaction still pending if I did not receive the money.",مرحبا عندي بحسابي معاملة بتبين انها معلقة، مع انو حاولت مع الصراف الالي الي بوسط البلد بس الالة رفضت البطاقة وما استلمت النقود، ليش المعاملة لسا معلقة وانا ما حصلت على الاموال؟,1
How long does it typically take for a pending ATM withdrawal to clear?,ايش الفترة الي باخدها لحتى يمسح المعاملة المعلقة بالصراف الالي؟,1
"Hello, I'm having trouble with my card, I don't understand what's happening, I tried using the ATM machine earlier but it wasn't working but seems like the transactions is still in progress, can you cancel it for me?",مرحبا في عندي مشكلة في بطاقتي بس مش فاهم شو الي صار حاولت بالصراف الالي قبل بوقت بس نا اشتغلت بس المعاملات بتظهر انو لسا جارية، بتقدر تلغيها عندي؟,1
Looking at my account I've noticed a charge that appears to still be in progress. I had attempted to get money out of the machine earlier but the machine seemed to have been broken. I never received my money so will you please look into this for me? I don't want to be charged for money I never actually received.,بحاسبي لاحظت فيخصم مع انو حاولت انو اخد اموال من الماكينة قبل بوقت بس الالة كانت معطلة وما اخدت مال، اذا مكن تشوف شر صار؟ ما بدي اتحمل مقابل المال الي ما اخدتو.,1
What is the reason my cash withdrawal is still pending?,شو سبب انو بستمر السحب النقدي عندي ؟,1
Its been several days and my cash withdrawal is still pending. Why?,مر كثير ايام والسحب النقدي لسا معلق عندي ليش؟,1
Do you convert to Euro?,هل بتحول ليورو؟,1
Are there any fiat currencies that you will not work with?,في عملات ورقية مش رح تشتغل فيها؟,1
Am I allowed to hold money in multiple currencies?,بقدر اخبي المصاري بعملات مختلفة ؟,1
"I need to hold money, what currencies can I use?",بحاجة اخبي مصاري ، شو العملات يلي بقدر استخدمها ؟,1
What currencies can I hold?,شو العملات يلي بقدر احتفظ بها ؟,1
Can I hold more than one currency?,بقدر احتفظ بأكثر من عملة ؟,1
Can you make exchanges with the EUR?,بتزبط تعمل مبادلات مع اليورو ؟,1
What fiat currencies are used for holdings?,شو العملات الورقية المستخدمة في المقتنيات ؟,1
Is it possible to hold money in different currencies?,بقدر اعرف اذ بزبط احفظ المصاري بعملات مختلفة,1
are multiple currencies acceptable?,بقدر اعرف اذا العملات المتعددة مقبولة ؟,1
Which fiat currencies are supported for holding and exchanging?,شو العملات الورقية المدعومة للحيازة والتبادل ؟,1
"If I was travelling abroad, would I be able to hold currencies in euros?",اذا كنت مسافر خارج البلد ، بقدر احفظ العملات باليورو؟,1
Can I exchange my money for EUR?,بقدر ابدل مصاري باليورو ؟,1
Which fiat currencies are supported?,ايش العملات الورقية المدعومة ؟,1
how long does delivery take?,كم بلزم وقت للتسليم؟,1
can I choose delivery times to suite me?,بقدر اختار وقت الوصول الي بناسبني؟,1
"Give me my card, I need it now!",بدي بطاقة هسا!,1
How long should I wait for the card to arrive?,كم بحتاج وقت لأستنى عشان توصل البطاقة؟,1
Can cards be dispatched on a specific date?,ممكن تنبعث البطاقات في تاريخ معين؟,1
I need my card as quick as possible,بدي بطاقتي بأسرع وقت ممكن,1
I need my card ASAP!,محتاج بطاقتي في أسرع وقت ممكن!,1
When should I expect my card to arrive?,وينتا أتوقع وصول بطاقتي؟,1
How long is the delivery to the US?,شو هي مدة التسليم للولايات النتحدة؟,1
When can I expect my new card to get here?,وينتا أوقع توصل بطاقتي الجديدة؟,1
How long does it take for something to be delivered to the U.S?,كم وقت رح ياخد تسليم اشي لأمريكا؟,1
How long does it take for my physical card to be delivered.,كم وقت بده تسليم بطاقتي الفعلية؟,1
When will it be delivered to the US?,وينتا رح تنبعت عأمريكا؟,1
How do I access the option to top up?,كيف بلاقي خيار التعبئة التلقائية؟,1
What is the limit on Auto top?,ايش اعلى حد للتعبئة التلقائية؟,1
Is auto top up a provided service?,بدي اسال اذا التعبئة التلقائية خدمة مقدمة او لا؟,1
Will money be added automatically when necessary?,ممكن ينضافوا مصاري تلقائيا عند الضرورة؟,1
Is there a way to top-up when it reaches a certain balance?,في طريقة لتعبيئة لما يوصل الرصيد لحد معين؟,1
When I'm traveling is it possible to add money automatically at certain time points?,وانا مسافر بقدر اضيف اموالي تلقائيا على نقاط بفترات محددة؟,1
Is there a function where I can top-up automatically?,بدي اسال اذا في اشي بقدر منها اعمل اعادة لتعبئة تلقائيا؟,1
I want to use auto top-up. Is there a limit?,في حد لتعبئة التلقائية؟,1
Do you have an option for auto top up?,في بخيارتكم خيار التعبئة التلقائية؟,1
Where do I access the auto top-up function?,كيف بقدر اوصل لوظيفة التعبئة التلقائية؟,1
"What about an auto top-up, is that a option?",التعبئة التلقائية خيار عندك؟,1
Is there a way to set up an auto top-up?,في عندك طريقة لاعداد التعبئة التلقائية؟,1
Is there a limit to auto top?,بدي اسال اذا التعبئة التلقائية الها حد؟,1
I can't seem to be able to use my card,شكله ما بقدر أستخدم بطاقتي.,1
"My card isn't working at all, I need assistance. It's really frustrating.",بطاقتي ما بتشتغل، بدي مساعدة، الأمر كتير محبط.,1
I cannot seem to use my card.,شكلي ما بقدر أستخدم بطاقتي.,1
What should I do if my card doesn't work?,إيش أعمل إذا بطاقتي ما بتشتغل؟,1
Why won't my card work.,ليش بكرتي معطل؟,1
Why can't I use my card?,ليش ما بقدر أستدم بطاققتي؟,1
My card was declined at a restaurant today and I don't know what the problem is.,بطاقتي تم رفضها اليوم في إحدى المطاعم وما بعرف إيش هي المشكلة.,1
Why doesn't my card work for any transactions?,ليش بطاقتي مش شغالة مع أي معاملات؟,1
My card hasn't been working for even small transactions today.,بطاقتي مش شغالة اليوم حتى عشان المعاملات الصغيرة.,1
My card no longer works.,بطاقتي مش قابلة تشتغل,1
My card doesn't work when I use it.,بطاقتي ما بتشتغل لما بستخدمها,1
"I don't know what's wrong with my card, but it has not worked at multiple places today.",مش عارف ايش الخطأ ببطاقتي بس اليوم كذا مرة ما اشتغلت,1
The card that I have isn't working. This is the physical card.,البطاقة الي معي مش شغالة . هاي هي البطاقة الفعلية,1
What currencies can be exchanged in the app?,شو العملات الي بصرفها التطبيق؟,1
How do I change my currency to another?,كيف احول من عملة لعمة ثانية؟,1
Does this app allow currencies to be exchanged?,هاد التطبيق بسمح بإني ابدل عملات؟,1
Is it possible to exchange currencies using the app?,بقدر اصرف من هاد التطبيق؟,1
I need to get some Euros for my holiday. Am I able to exchange some of my money?,بدي كم يورو عشان إجازتي. بقدر استبدل بعض مصرياتي؟,1
Is exchanging currencies a feature of the app?,صرف العملات ميزة من ميزات التطبيق؟,1
Does your app allow currency exchange from USD to GBP?,بسمح تطبيقك بتبديل العملات دولار لجينيه؟,1
Is this app capable of exchanging currencies?,هاد التطبيق بقدر يبدل عملات؟,1
Will this app allow me to exchange currencies?,بسمح التطبيق ابدل عملات؟,1
How do I exchange currencies with this,كيف بقدر ابدله عملات معه؟,1
What's the procedure with currency exchange?,شو العملية الخاصة بصرف العملات؟,1
How to I switch my money for the money used in another country?,كيف احول مصرياتي بمصاري مستخدمة في بلد ثاني؟,1
"I accidentally chose to exchange GBP, but I need to pick AUD. How can I change it?",اخترت بالغلط تبديل الجينيه بس انا بدي اختار الدولار كيف بقدر اغير؟,1
how to exchange currencies,كيف صرف العملات,1
Can you provide information for freezing my card immediately?,ممكن تعطي معلومات عن تجميد بطاقتي هلا؟,1
I think that my card has been stolen!,أظن أنو بطاقتي انسرقت!,1
I lost my card n need a new one.,فقدت بطاقتي وبدي وحدة جديدة,1
I need to order a new card as my other one was stolen.,محتاج اطلب بطاقة جديدة لان بطاقتي انسرقت,1
How do I deactivate a stolen card?,كيف الغي تفعيل البطاقة المسروقة؟,1
Is there any way for you to find my card?,في اي طريقة تلاقولي بطاقتي,1
What should I do? My card has been stolen!,شو لازم اعمل ؟ انسرقت بطاقتي,1
How old do you need to be to use the banks services?,شو العمر الي بقدر عندو استخدم البنوك؟,1
How do I open an account for my children?,كيف بعمل حساب لولادي؟,1
What would the age limit be?,شو الحد العمر عندك؟,1
Is there an age limit to get an account?,في عمر محدد لعمل حساب؟,1
How old do you need to be to open an account?,شو بتطلب العمر يكون ليفتح حساب؟,1
At what age can a person open an account?,متى الواحد بقدر يعمل حساب؟,1
What is your age limit?,شو الحد للعمر؟,1
Is there an age limit to when my child can use these services?,في حد عمري للوقت الي بقدر فيه طفلي يستخدم هاي الخدمات؟,1
Do you have a limit for someone's age?,هل في حد لعمر الشخص؟,1
"My son has just turned 13, is he old enough for an account?",ابني عمره صار 13، كبير كفاية ليعمل حساب؟,1
My daughter needs an acount.,بنتي بحاجة لحساب.,1
What's the youngest I can be to open an account?,إيش هو أصغر عمري إلي لأفتح حساب؟,1
My PIN tries have run out. Now what?,خلصت محاولات رمز التعريف الشخصي إيش أعمل هلا؟,1
How do I take a block off my card?,ايش اعمل لالغي الحظرعن بطاقتي؟,1
What is the process for unlocking the pin?,هل ستساعدني في إلغاء قفل الرقم السري الخاص بي بعد إدخال رمز التعريف الشخصي الخطأ عدة مرات؟,1
